name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Carmelo Anthony","Oklahoma City Thunder",2017-12-22,2017,1975,1610612760,400975228,1,5,01,0,"Pullup Jump shot","2PT Field Goal",18,"Atlanta Hawks",92,165,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-12-19,2017,1966,1610612739,400975204,3,0,55,1,"Pullup Jump shot","2PT Field Goal",14,"Milwaukee Bucks",-27,138,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-12-22,2017,3468,1610612760,400975228,1,3,48,1,"Pullup Jump shot","2PT Field Goal",21,"Atlanta Hawks",-110,180,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-14,2017,6442,1610612738,400974952,2,3,24,1,"Pullup Jump shot","2PT Field Goal",15,"Brooklyn Nets",-58,139,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-19,2017,6583,1610612740,400975203,4,4,32,0,"Pullup Jump shot","2PT Field Goal",16,"Washington Wizards",-76,142,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-17,2017,1966,1610612739,400975785,4,0,39,1,"Pullup Jump shot","2PT Field Goal",13,"Chicago Bulls",-105,89,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-12-19,2017,4237,1610612764,400975203,4,1,49,0,"Pullup Jump shot","3PT Field Goal",28,"New Orleans Pelicans",143,250,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-11-14,2017,3992,1610612745,400974953,1,5,10,1,"Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",48,258,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-02-11,2017,4251,1610612760,400975585,1,9,18,1,"Pullup Jump shot","2PT Field Goal",13,"Memphis Grizzlies",8,138,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-14,2017,6442,1610612738,400974952,1,0,03,1,"Pullup Jump shot","3PT Field Goal",25,"Brooklyn Nets",9,254,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-14,2017,6442,1610612738,400974952,2,5,55,0,"Pullup Jump shot","2PT Field Goal",19,"Brooklyn Nets",67,185,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-14,2017,6442,1610612738,400974952,2,0,06,0,"Pullup Jump shot","3PT Field Goal",30,"Brooklyn Nets",-132,278,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-12-19,2017,4237,1610612764,400975203,3,11,37,0,"Pullup Jump shot","2PT Field Goal",17,"New Orleans Pelicans",0,171,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-11-14,2017,3012,1610612761,400974953,1,6,00,0,"Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",-26,246,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-12-19,2017,4237,1610612764,400975203,1,11,21,0,"Pullup Jump shot","2PT Field Goal",18,"New Orleans Pelicans",64,175,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-14,2017,6442,1610612738,400974952,4,3,40,1,"Pullup Jump shot","2PT Field Goal",21,"Brooklyn Nets",40,208,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-12-19,2017,4237,1610612764,400975203,1,6,23,0,"Pullup Jump shot","3PT Field Goal",24,"New Orleans Pelicans",-43,246,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-14,2017,6442,1610612738,400974952,2,7,19,0,"Pullup Jump shot","2PT Field Goal",17,"Brooklyn Nets",-94,153,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-12-19,2017,4237,1610612764,400975203,2,0,48,0,"Pullup Jump shot","2PT Field Goal",17,"New Orleans Pelicans",158,64,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-11-14,2017,3992,1610612745,400974953,2,4,23,0,"Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",152,212,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2018-02-11,2017,3992,1610612745,400975583,1,5,33,0,"Pullup Jump shot","3PT Field Goal",25,"Dallas Mavericks",117,231,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-02-11,2017,4251,1610612760,400975585,3,11,23,0,"Pullup Jump shot","2PT Field Goal",17,"Memphis Grizzlies",157,81,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-19,2017,6583,1610612740,400975203,4,3,54,1,"Pullup Jump shot","3PT Field Goal",24,"Washington Wizards",36,244,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-11-14,2017,3992,1610612745,400974953,1,0,47,0,"Pullup Jump shot","3PT Field Goal",25,"Toronto Raptors",-145,209,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-02-11,2017,4251,1610612760,400975585,1,8,31,0,"Pullup Jump shot","2PT Field Goal",7,"Memphis Grizzlies",12,71,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-19,2017,6583,1610612740,400975203,1,11,34,1,"Pullup Jump shot","2PT Field Goal",17,"Washington Wizards",-125,129,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2018-03-17,2017,3992,1610612745,400975782,2,5,23,1,"Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",-139,213,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-12-23,2017,3468,1610612760,400975239,4,4,08,0,"Pullup Jump shot","2PT Field Goal",21,"Utah Jazz",14,212,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-11-14,2017,3012,1610612761,400974953,4,2,11,0,"Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",-65,241,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2018-03-17,2017,2983,1610612759,400975788,2,4,10,1,"Pullup Jump shot","2PT Field Goal",18,"Minnesota Timberwolves",-161,83,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-12-23,2017,3468,1610612760,400975239,1,2,57,1,"Pullup Jump shot","2PT Field Goal",13,"Utah Jazz",1,132,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-03-02,2017,6475,1610612744,400975674,2,7,01,0,"Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",140,209,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-12-23,2017,6442,1610612738,400975236,2,5,08,1,"Pullup Jump shot","3PT Field Goal",28,"Chicago Bulls",-98,267,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-01-16,2017,6606,1610612757,400975398,3,10,59,1,"Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",-177,179,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2018-03-17,2017,6589,1610612744,400975790,2,2,13,0,"Pullup Jump shot","2PT Field Goal",17,"Phoenix Suns",-107,140,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-11-22,2017,3989,1610612746,400975007,1,5,20,0,"Pullup Jump shot","2PT Field Goal",18,"Atlanta Hawks",-16,184,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-11-22,2017,3989,1610612746,400975007,3,6,05,0,"Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-112,225,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-02-11,2017,6606,1610612757,400975586,1,8,39,0,"Pullup Jump shot","3PT Field Goal",28,"Utah Jazz",96,264,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,1,8,35,0,"Pullup Jump shot","2PT Field Goal",19,"Utah Jazz",-41,190,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-11-22,2017,4237,1610612764,400975004,3,11,29,1,"Pullup Jump shot","2PT Field Goal",13,"Charlotte Hornets",-33,132,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-11-22,2017,4237,1610612764,400975004,3,10,40,0,"Pullup Jump shot","3PT Field Goal",28,"Charlotte Hornets",136,246,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,2,7,18,1,"Pullup Jump shot","2PT Field Goal",15,"Golden State Warriors",139,57,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2018-03-17,2017,2983,1610612759,400975788,1,8,38,0,"Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",-3,257,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-17,2017,1966,1610612739,400975785,2,3,13,1,"Pullup Jump shot","2PT Field Goal",21,"Chicago Bulls",-65,201,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2018-03-17,2017,6589,1610612744,400975790,4,0,47,1,"Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",79,239,0,0.00,,0.00,0.00
"Chris Paul","Houston Rockets",2018-01-04,2017,2779,1610612745,400975312,2,7,51,1,"Pullup Jump shot","3PT Field Goal",25,"Golden State Warriors",87,242,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-11-04,2017,6475,1610612744,400974886,2,0,37,1,"Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",-78,176,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,2,2,21,1,"Pullup Jump shot","2PT Field Goal",15,"Memphis Grizzlies",9,153,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-02-11,2017,1966,1610612739,400975581,3,6,41,1,"Pullup Jump shot","2PT Field Goal",17,"Boston Celtics",40,167,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-03-17,2017,6606,1610612757,400975791,1,11,24,0,"Pullup Jump shot","3PT Field Goal",30,"Detroit Pistons",-95,294,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-02-11,2017,6606,1610612757,400975586,1,1,59,0,"Pullup Jump shot","3PT Field Goal",28,"Utah Jazz",-15,287,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,2,7,54,1,"Pullup Jump shot","2PT Field Goal",14,"Memphis Grizzlies",60,134,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,4,4,02,0,"Pullup Jump shot","3PT Field Goal",27,"Memphis Grizzlies",-74,261,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,1,7,44,0,"Pullup Jump shot","2PT Field Goal",9,"Utah Jazz",77,58,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-02-11,2017,6606,1610612757,400975586,1,2,32,1,"Pullup Jump shot","2PT Field Goal",22,"Utah Jazz",3,221,0,0.00,,0.00,0.00
"Chris Paul","Houston Rockets",2018-03-17,2017,2779,1610612745,400975782,2,9,02,1,"Pullup Jump shot","2PT Field Goal",15,"New Orleans Pelicans",115,103,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-10-21,2017,3012,1610612761,400974778,3,4,40,0,"Pullup Jump shot","3PT Field Goal",26,"Philadelphia 76ers",-147,222,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,3,1,14,1,"Pullup Jump shot","2PT Field Goal",14,"Utah Jazz",102,106,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2018-03-17,2017,2983,1610612759,400975788,1,6,16,0,"Pullup Jump shot","2PT Field Goal",11,"Minnesota Timberwolves",-5,115,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,1,10,25,1,"Pullup Jump shot","2PT Field Goal",20,"Utah Jazz",149,145,0,0.00,,0.00,0.00
"Blake Griffin","Detroit Pistons",2018-03-17,2017,3989,1610612765,400975791,1,9,12,1,"Pullup Jump shot","2PT Field Goal",19,"Portland Trail Blazers",-52,184,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-03-17,2017,6606,1610612757,400975791,3,7,05,0,"Pullup Jump shot","2PT Field Goal",21,"Detroit Pistons",136,168,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,1,7,28,0,"Pullup Jump shot","3PT Field Goal",23,"Memphis Grizzlies",232,28,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2018-02-26,2017,6442,1610612738,400975644,2,2,31,0,"Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",-141,230,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-10-21,2017,3012,1610612761,400974778,3,0,33,1,"Pullup Jump shot","3PT Field Goal",24,"Philadelphia 76ers",-130,210,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2018-03-17,2017,3992,1610612745,400975782,4,1,31,1,"Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",-35,264,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,4,4,12,0,"Pullup Jump shot","2PT Field Goal",9,"Utah Jazz",19,89,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-03-17,2017,6606,1610612757,400975791,2,1,43,0,"Pullup Jump shot","3PT Field Goal",28,"Detroit Pistons",-126,257,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,4,6,41,0,"Pullup Jump shot","2PT Field Goal",20,"Washington Wizards",73,188,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,4,4,32,0,"Pullup Jump shot","2PT Field Goal",13,"Washington Wizards",127,52,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2018-04-10,2017,4237,1610612764,400975961,3,9,38,0,"Pullup Jump shot","2PT Field Goal",16,"Boston Celtics",8,163,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,2,11,41,1,"Pullup Jump shot","2PT Field Goal",18,"Utah Jazz",94,156,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-02-28,2017,6475,1610612744,400975663,4,11,11,0,"Pullup Jump shot","2PT Field Goal",16,"Washington Wizards",139,91,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2018-04-03,2017,3012,1610612761,400975902,4,2,17,0,"Pullup Jump shot","3PT Field Goal",30,"Cleveland Cavaliers",67,295,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,2,9,12,0,"Pullup Jump shot","2PT Field Goal",22,"Utah Jazz",70,212,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2018-03-16,2017,1975,1610612760,400975778,1,11,39,0,"Pullup Jump shot","2PT Field Goal",12,"Los Angeles Clippers",-119,17,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,1,4,43,1,"Pullup Jump shot","2PT Field Goal",6,"Golden State Warriors",-8,66,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-11-04,2017,6430,1610612750,400974885,1,10,49,0,"Pullup Jump shot","2PT Field Goal",16,"Dallas Mavericks",153,56,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,1,9,57,1,"Pullup Jump shot","2PT Field Goal",22,"Utah Jazz",-127,183,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-22,2017,6442,1610612738,400975008,1,4,47,1,"Pullup Jump shot","2PT Field Goal",18,"Miami Heat",84,164,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2018-01-04,2017,3468,1610612760,400975313,4,7,16,0,"Pullup Jump shot","2PT Field Goal",19,"Los Angeles Clippers",-165,108,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-22,2017,6442,1610612738,400975008,3,11,45,1,"Pullup Jump shot","2PT Field Goal",8,"Miami Heat",-36,76,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-21,2017,3975,1610612744,400974784,2,4,09,1,"Pullup Jump shot","3PT Field Goal",25,"Memphis Grizzlies",89,237,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,4,3,45,1,"Pullup Jump shot","2PT Field Goal",13,"Memphis Grizzlies",67,122,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2018-04-01,2017,3468,1610612760,400975896,4,2,34,1,"Pullup Jump shot","2PT Field Goal",16,"New Orleans Pelicans",-12,162,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,3,8,34,0,"Pullup Jump shot","2PT Field Goal",17,"Utah Jazz",-96,144,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-11-22,2017,3012,1610612761,400975009,2,2,58,1,"Pullup Jump shot","3PT Field Goal",25,"New York Knicks",-15,253,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2018-01-12,2017,4237,1610612764,400975366,4,3,52,1,"Pullup Jump shot","2PT Field Goal",17,"Orlando Magic",82,156,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-12-20,2017,3992,1610612745,400975210,1,2,25,0,"Pullup Jump shot","3PT Field Goal",25,"Los Angeles Lakers",58,249,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2018-04-01,2017,2983,1610612759,400975891,2,7,01,0,"Pullup Jump shot","2PT Field Goal",13,"Houston Rockets",116,78,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-11-22,2017,3012,1610612761,400975009,1,9,45,0,"Pullup Jump shot","3PT Field Goal",26,"New York Knicks",109,237,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2018-04-01,2017,3468,1610612760,400975896,4,7,55,0,"Pullup Jump shot","2PT Field Goal",9,"New Orleans Pelicans",64,68,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2018-04-01,2017,3468,1610612760,400975896,4,6,31,1,"Pullup Jump shot","2PT Field Goal",15,"New Orleans Pelicans",86,130,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2018-02-14,2017,6442,1610612738,400975604,3,3,36,1,"Pullup Jump shot","2PT Field Goal",17,"Los Angeles Clippers",-119,131,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-03-17,2017,6606,1610612757,400975791,3,1,58,1,"Pullup Jump shot","3PT Field Goal",26,"Detroit Pistons",-122,240,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-10-21,2017,6475,1610612744,400974784,1,9,52,0,"Pullup Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-50,89,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-22,2017,3468,1610612760,400975014,3,11,34,0,"Pullup Jump shot","2PT Field Goal",14,"Golden State Warriors",116,81,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-22,2017,3468,1610612760,400975014,3,10,48,0,"Pullup Jump shot","3PT Field Goal",25,"Golden State Warriors",32,251,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,1,10,18,0,"Pullup Jump shot","2PT Field Goal",12,"Golden State Warriors",38,120,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-22,2017,3468,1610612760,400975014,2,5,44,0,"Pullup Jump shot","2PT Field Goal",13,"Golden State Warriors",-55,119,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-22,2017,3468,1610612760,400975014,3,9,21,1,"Pullup Jump shot","2PT Field Goal",19,"Golden State Warriors",-25,194,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,1,6,59,1,"Pullup Jump shot","2PT Field Goal",19,"Chicago Bulls",45,190,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,2,0,56,1,"Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",7,263,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-11-22,2017,6430,1610612750,400975012,1,5,05,1,"Pullup Jump shot","2PT Field Goal",10,"Orlando Magic",106,9,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,1,8,10,0,"Pullup Jump shot","2PT Field Goal",20,"Utah Jazz",30,206,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,1,5,58,0,"Pullup Jump shot","2PT Field Goal",18,"Memphis Grizzlies",81,163,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-22,2017,6606,1610612757,400975006,1,1,25,0,"Pullup Jump shot","3PT Field Goal",28,"Philadelphia 76ers",-134,246,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,3,8,30,0,"Pullup Jump shot","2PT Field Goal",20,"Memphis Grizzlies",130,155,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2017-12-22,2017,6589,1610612744,400975230,2,6,32,0,"Pullup Jump shot","3PT Field Goal",27,"Los Angeles Lakers",13,274,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-02-14,2017,6475,1610612744,400975610,4,8,33,1,"Pullup Jump shot","2PT Field Goal",18,"Portland Trail Blazers",-116,142,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-22,2017,6606,1610612757,400975006,1,4,34,0,"Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",-116,246,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-22,2017,6606,1610612757,400975006,2,2,03,0,"Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",-38,271,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-22,2017,6606,1610612757,400975006,3,2,48,1,"Pullup Jump shot","2PT Field Goal",20,"Philadelphia 76ers",-43,205,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-22,2017,6606,1610612757,400975006,4,7,26,0,"Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",192,200,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,3,4,30,1,"Pullup Jump shot","2PT Field Goal",15,"Atlanta Hawks",20,157,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-03-02,2017,3202,1610612744,400975674,3,3,27,0,"Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",-48,156,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2018-04-01,2017,1975,1610612760,400975896,1,7,44,1,"Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",163,204,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2018-01-11,2017,6442,1610612738,400975360,3,3,57,0,"Pullup Jump shot","2PT Field Goal",19,"Philadelphia 76ers",157,119,0,0.00,,0.00,0.00
"DeMarcus Cousins","New Orleans Pelicans",2017-11-22,2017,4258,1610612740,400975013,1,0,37,1,"Pullup Jump shot","2PT Field Goal",20,"San Antonio Spurs",84,185,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-05,2017,6606,1610612757,400974895,3,0,43,0,"Pullup Jump shot","3PT Field Goal",32,"Oklahoma City Thunder",0,320,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-05,2017,3468,1610612760,400974895,4,3,41,1,"Pullup Jump shot","2PT Field Goal",8,"Portland Trail Blazers",64,60,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-05,2017,3468,1610612760,400974895,2,4,57,1,"Pullup Jump shot","2PT Field Goal",15,"Portland Trail Blazers",104,116,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-11-05,2017,4251,1610612760,400974895,2,1,22,1,"Pullup Jump shot","2PT Field Goal",14,"Portland Trail Blazers",87,110,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-11-22,2017,1975,1610612760,400975014,2,5,06,0,"Pullup Jump shot","2PT Field Goal",20,"Golden State Warriors",190,69,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-05,2017,6606,1610612757,400974895,3,2,28,1,"Pullup Jump shot","2PT Field Goal",15,"Oklahoma City Thunder",-70,137,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2018-04-01,2017,3468,1610612760,400975896,4,5,42,1,"Pullup Jump shot","2PT Field Goal",20,"New Orleans Pelicans",-107,175,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-04-01,2017,4251,1610612760,400975896,1,3,07,0,"Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",68,248,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-11-05,2017,4251,1610612760,400974895,3,11,29,1,"Pullup Jump shot","2PT Field Goal",14,"Portland Trail Blazers",-125,68,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2017-11-05,2017,6442,1610612738,400974889,1,5,05,1,"Pullup Jump shot","2PT Field Goal",21,"Orlando Magic",55,205,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-05,2017,3468,1610612760,400974895,3,8,50,0,"Pullup Jump shot","3PT Field Goal",25,"Portland Trail Blazers",-63,244,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2018-04-01,2017,2983,1610612759,400975891,4,2,29,1,"Pullup Jump shot","2PT Field Goal",15,"Houston Rockets",1,156,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-05,2017,3468,1610612760,400974895,4,1,57,1,"Pullup Jump shot","2PT Field Goal",16,"Portland Trail Blazers",36,158,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-01-04,2017,4251,1610612760,400975313,4,2,07,1,"Pullup Jump shot","3PT Field Goal",27,"Los Angeles Clippers",172,214,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-14,2017,3202,1610612744,400975610,1,1,55,0,"Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",132,227,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,2,5,26,1,"Pullup Jump shot","2PT Field Goal",13,"Oklahoma City Thunder",100,88,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-22,2017,3202,1610612744,400975014,2,9,09,0,"Pullup Jump shot","2PT Field Goal",16,"Oklahoma City Thunder",107,123,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-11-04,2017,3202,1610612744,400974886,1,7,12,1,"Pullup Jump shot","3PT Field Goal",24,"Denver Nuggets",119,219,0,0.00,,0.00,0.00
